id,race,days_b_screening_arrest,c_charge_degree,is_recid,score_text
1346,African-American,0,F,0,2
1347,Caucasian,-22,F,1,1
1348,African-American,7,F,0,2
1349,Hispanic,-1,M,0,1
1351,African-American,-1,F,1,2
1352,Caucasian,-1,F,1,3
1353,Caucasian,-1,F,1,1
1354,Hispanic,-1,M,0,1
1356,Hispanic,-1,M,0,1
1358,African-American,-1,M,1,2
1360,African-American,-1,F,1,1
1361,African-American,0,M,1,1
1363,Hispanic,-1,M,1,1
1366,Caucasian,0,M,0,1
1367,African-American,-1,F,1,1
1368,Caucasian,-52,M,1,1
1369,Caucasian,-1,M,0,1
1370,Caucasian,-1,M,0,1
1372,Caucasian,-1,F,0,1
1375,Hispanic,-9,F,0,1
1376,Hispanic,-1,F,0,2
1377,African-American,-1,M,1,2
1379,African-American,0,F,1,2
1380,African-American,0,F,1,1
1382,African-American,0,M,0,1
1384,Caucasian,-5,F,0,2
1385,African-American,-1,M,1,1
1388,Caucasian,-4,F,1,1
1393,African-American,-1,F,1,1
1395,African-American,-1,F,1,3
1396,African-American,-1,F,1,3
1397,African-American,-1,M,0,3
1399,Caucasian,0,F,0,1
1402,African-American,0,M,0,1
1403,African-American,-45,F,1,3
1408,African-American,-1,M,1,2
1410,African-American,-3,F,0,1
1411,Hispanic,0,M,0,1
1412,Hispanic,-1,M,0,1
1418,Hispanic,-1,F,0,1
1419,Caucasian,0,M,0,1
1422,Hispanic,0,M,1,1
1424,Caucasian,-58,F,1,2
1427,African-American,-1,F,1,3
1428,African-American,-1,F,0,2
1429,African-American,-1,F,1,3
1430,Hispanic,-4,M,0,1
1431,Caucasian,-1,F,0,2
1433,African-American,-1,F,0,3
1435,African-American,-1,M,1,1
1436,African-American,-1,F,1,2
1438,Caucasian,-1,F,0,2
1439,Caucasian,-1,F,0,1
1441,African-American,-1,M,1,2
1443,African-American,-3,F,1,2
1445,African-American,0,F,1,2
1446,Caucasian,-1,F,0,1
1447,Caucasian,-1,F,0,1
1448,Caucasian,0,M,0,1
1452,Caucasian,-1,M,1,2
1455,African-American,-1,F,0,1
1456,African-American,-1,F,1,2
1458,Caucasian,-4,M,0,1
1460,Hispanic,-1,M,1,2
1461,African-American,-1,F,1,2
1462,Hispanic,-9,M,0,1
1463,African-American,-20,M,1,3
1464,Hispanic,48,F,1,2
1467,African-American,-1,F,1,2
1470,African-American,-1,M,1,2
1471,Caucasian,-1,M,1,2
1472,Caucasian,-64,F,0,1
1473,African-American,-1,M,1,1
1474,African-American,-1,F,0,1
1475,Hispanic,,M,0,1
1479,African-American,0,M,1,1
1481,African-American,-1,F,0,1
1482,African-American,-18,M,0,2
1483,African-American,-1,M,0,1
1484,Caucasian,-4,F,1,3
1485,African-American,-18,M,1,2
1486,Hispanic,-1,F,0,1
1488,African-American,,M,1,1
1490,African-American,-1,M,1,1
1491,African-American,-1,F,0,1
1496,African-American,-1,F,1,2
1497,Caucasian,-2,F,1,1
1498,Caucasian,-111,F,0,1
1499,African-American,-1,F,1,3
1501,Caucasian,0,M,0,1
1505,African-American,0,F,1,3
1506,Caucasian,110,F,1,3
1508,African-American,-2,M,0,1
1509,Hispanic,-1,F,0,1
1511,African-American,-1,M,0,1
1512,African-American,,M,0,1
1513,African-American,-1,F,1,2
1515,African-American,0,M,0,1
1516,Hispanic,0,F,1,1
1517,African-American,88,F,1,1
1518,Hispanic,190,F,1,1
1520,Caucasian,-27,F,0,2
1522,African-American,-1,M,0,2
1523,Other,496,M,0,1
1526,African-American,-1,F,0,1
1529,African-American,,M,1,2
1530,Hispanic,-1,M,0,1
1531,Hispanic,-4,F,1,2
1532,Hispanic,-1,M,0,1
1533,African-American,-9,F,0,2
1534,African-American,-1,F,0,2
1535,Hispanic,0,M,1,2
1536,African-American,,F,0,1
1538,Caucasian,0,F,0,1
1540,African-American,-1,F,0,2
1541,African-American,0,F,0,3
1542,African-American,-1,M,1,2
1543,African-American,-1,M,1,3
1545,African-American,0,F,0,2
1548,African-American,-1,F,1,3
1549,African-American,-51,F,1,3
1550,Caucasian,-1,F,0,1
1551,Hispanic,0,M,0,1
1553,Hispanic,0,F,1,1
1554,Hispanic,-106,F,0,1
1556,African-American,76,F,1,2
1557,African-American,-1,F,0,1
1558,African-American,-305,M,0,2
1559,Caucasian,-1,M,0,1
1560,Hispanic,0,F,1,1
1562,Hispanic,-1,F,0,1
1563,African-American,-1,F,0,1
1565,African-American,0,F,1,2
1566,African-American,-106,F,0,1
1568,Other,-1,F,1,1
1569,African-American,-1,M,1,2
1571,Caucasian,-1,F,0,1
1572,African-American,0,F,0,1
1573,African-American,,M,0,2
1575,African-American,0,M,1,1
1576,African-American,-1,M,1,3
1577,African-American,0,M,0,1
1578,Caucasian,-15,F,0,1
1581,Caucasian,-1,M,0,1
1584,Other,-1,F,0,1
1587,Caucasian,-1,F,0,1
1588,African-American,-4,M,1,3
1590,African-American,-1,M,1,1
1591,Caucasian,0,M,0,1
1594,African-American,-1,M,0,2
1595,African-American,-1,F,1,3
1596,African-American,-1,F,1,1
1597,African-American,-1,F,0,1
1599,Caucasian,-1,M,0,1
1601,Caucasian,-1,M,1,1
1602,African-American,-1,M,0,1
1604,African-American,-1,M,1,2
1605,Hispanic,-1,M,0,1
1606,African-American,-1,F,0,3
1607,African-American,0,F,1,2
1608,Caucasian,-1,M,1,2
1611,African-American,0,F,0,1
1613,African-American,-2,F,1,1
1615,Caucasian,-1,F,0,1
1618,Other,-1,F,0,1
1620,Caucasian,-1,F,0,1
1622,African-American,-1,F,0,1
1623,African-American,-1,F,0,2
1624,African-American,-1,F,1,3
1625,African-American,-5,F,1,3
1626,African-American,-1,F,1,1
1627,African-American,279,F,1,1
1629,African-American,-1,F,0,2
1630,Caucasian,0,F,0,2
1631,Caucasian,-1,F,1,1
1632,African-American,-1,F,1,3
1634,Caucasian,0,F,0,1
1637,African-American,-17,F,0,1
1638,African-American,-1,F,1,1
1639,Hispanic,-1,F,0,1
1640,Caucasian,0,M,0,1
1642,Caucasian,0,M,0,2
1643,Caucasian,0,F,0,1
1644,Hispanic,,M,0,1
1645,African-American,-1,F,1,2
1646,Hispanic,0,M,0,1
1648,Caucasian,0,F,0,1
1651,African-American,0,F,1,1
1652,Caucasian,0,F,0,1
1653,Caucasian,-29,M,0,2
1655,African-American,0,M,1,1
1656,Hispanic,-2,M,0,1
1657,African-American,0,F,0,1
1658,Hispanic,0,M,0,1
1660,African-American,-1,F,1,3
1663,Hispanic,,M,0,1
1664,Caucasian,0,M,0,3
1665,African-American,,M,0,2
1666,Caucasian,-42,F,1,1
1667,Caucasian,-1,M,1,2
1668,African-American,-1,M,0,3
1669,Caucasian,0,F,1,3
1670,African-American,0,F,1,2
1672,African-American,0,F,0,3
1673,Caucasian,-67,M,1,2
1674,African-American,-59,F,0,1
1676,Caucasian,-48,M,0,1
1678,African-American,-36,F,0,1
1680,Caucasian,-14,F,0,1
1681,African-American,-1,F,0,1
1682,Caucasian,-1,F,0,1
1683,African-American,213,M,1,2
1684,Caucasian,-1,F,0,2
1685,Hispanic,0,F,1,2
1686,African-American,-1,F,1,2
1688,African-American,,M,1,3
1689,Caucasian,-1,M,1,1
1691,Caucasian,-10,M,0,3
1692,Caucasian,-2,M,0,1
1696,Hispanic,-40,F,0,3
1697,Other,-1,F,0,2
1698,Caucasian,-1,M,0,1
1699,Caucasian,-1,F,0,1
1700,African-American,-1,M,1,1
1701,African-American,50,F,1,3
1702,African-American,-2,F,1,3
1704,Caucasian,127,M,1,1
1705,African-American,92,F,0,2
1706,African-American,-1,M,1,2
1707,African-American,0,F,0,1
1709,African-American,-1,M,1,3
1710,Caucasian,-1,M,1,1
1711,Caucasian,0,M,0,1
1714,Caucasian,506,F,0,3
1715,African-American,-1,F,1,2
1716,Caucasian,-56,F,0,1
1717,African-American,-1,F,1,2
1718,African-American,-1,F,1,3
1719,African-American,0,F,1,1
1724,Caucasian,-246,F,1,2
1725,Hispanic,,F,1,1
1727,African-American,-28,F,0,1
1728,Caucasian,81,M,1,3
1729,African-American,0,M,1,1
1730,African-American,-1,F,0,1
1731,Caucasian,,F,0,1
1733,Caucasian,0,M,0,2
1734,Caucasian,,M,0,1
1735,Caucasian,0,M,0,1
1736,African-American,-1,F,0,2
1737,African-American,-1,F,0,3
1741,African-American,86,F,1,2
1742,Other,-1,M,1,1
1746,Caucasian,0,M,1,1
1747,Caucasian,-37,M,0,2
1749,Caucasian,0,M,0,1
1750,Caucasian,-1,F,1,1
1752,Caucasian,0,F,0,2
1754,Caucasian,-1,M,0,1
1755,African-American,-1,F,0,2
1756,Caucasian,-60,F,1,1
1757,Caucasian,0,M,0,1
1759,Caucasian,171,M,1,3
1760,Caucasian,-1,F,1,2
1764,Caucasian,-1,M,0,1
1765,African-American,689,M,0,3
1768,African-American,-1,F,0,1
1770,African-American,-1,F,1,1
1771,Hispanic,-1,F,1,1
1772,Hispanic,,F,1,1
1774,Caucasian,-1,M,0,1
1776,African-American,0,F,1,3
1777,African-American,539,F,1,2
1780,African-American,-1,F,0,2
1781,Caucasian,0,M,0,1
1783,Hispanic,-1,F,0,1
1786,African-American,-1,M,1,3
1787,African-American,-1,F,0,2
1788,Hispanic,9,F,1,3
1791,African-American,-1,F,1,3
1792,Native American,0,F,1,3
1794,African-American,0,F,0,1
1795,Hispanic,0,F,0,2
1796,African-American,-1,F,1,1
1797,African-American,-1,F,1,3
1798,African-American,302,F,1,2
1800,African-American,-3,M,0,2
1801,African-American,0,M,0,1
1803,Caucasian,-1,M,0,1
1804,African-American,,M,0,1
1805,African-American,-1,F,1,2
1806,Caucasian,-1,F,1,2
1809,Other,-1,M,1,1
1810,Hispanic,-1,M,0,1
1815,Native American,-1,M,0,1
1816,Caucasian,-3,F,1,3
1817,African-American,-1,F,1,1
1819,Other,-1,F,0,2
1820,African-American,-1,F,0,1
1821,Caucasian,-1,M,0,1
1822,Caucasian,-1,F,1,1
1823,Hispanic,0,F,0,1
1826,Caucasian,,M,0,1
1827,African-American,77,F,0,2
1829,Caucasian,0,F,0,2
1830,African-American,-1,M,1,3
1832,African-American,64,F,0,3
1833,Asian,-1,F,0,1
1834,Caucasian,-1,F,0,1
1840,Caucasian,-175,F,0,1
1841,Caucasian,-25,M,0,1
1843,Hispanic,-4,M,1,1
1844,Caucasian,0,F,1,2
1845,African-American,-2,F,0,1
1846,African-American,-83,F,0,3
1847,African-American,0,M,0,1
1848,Caucasian,-1,F,1,1
1849,African-American,-1,F,1,2
1850,African-American,-1,F,1,2
1852,African-American,-1,F,1,2
1853,Caucasian,0,F,0,1
1854,African-American,-1,F,0,1
1856,Caucasian,-301,F,0,1
1859,African-American,-1,M,1,1
1860,Caucasian,-1,F,1,2
1861,African-American,-1,F,1,3
1862,African-American,-1,M,1,1
1863,African-American,-1,F,1,2
1864,African-American,-1,M,0,1
1865,Caucasian,-1,F,0,1
1866,Hispanic,-6,M,0,1
1868,African-American,-1,M,0,3
1869,Caucasian,-1,M,0,1
1870,African-American,0,F,0,1
1871,African-American,-1,F,1,3
1872,African-American,-1,M,0,1
1873,Caucasian,-82,F,0,1
1874,Caucasian,-1,M,0,1
1875,Caucasian,-37,M,1,3
1876,Caucasian,336,M,0,1
1877,African-American,-1,M,1,2
1879,African-American,-1,F,0,3
1880,Other,-1,F,1,3
1881,African-American,31,M,1,1
1882,African-American,-54,F,1,3
1883,Hispanic,0,M,0,1
1884,Other,-1,F,0,1
1886,African-American,-1,F,0,1
1888,African-American,-1,M,0,2
1890,African-American,-1,M,1,1
1893,Caucasian,-1,M,0,3
1894,African-American,-1,M,1,1
1895,African-American,0,F,1,3
1897,Caucasian,0,F,1,2
1899,Hispanic,-1,M,0,1
1900,Caucasian,123,F,1,2
1901,Caucasian,-1,F,1,1
1904,African-American,0,F,0,1
1905,Other,-2,F,0,1
1906,Caucasian,-1,M,0,1
1907,African-American,-1,F,1,1
1908,Caucasian,-2,M,1,3
1909,Caucasian,0,M,0,1
1910,Caucasian,-1,F,1,1
1913,African-American,-1,F,0,1
1914,African-American,-1,F,0,2
1915,African-American,-1,F,1,3
1916,Caucasian,-95,F,0,1
1917,Caucasian,-9,F,0,1
1919,Caucasian,-1,F,1,1
1921,African-American,-49,F,1,2
1923,Caucasian,-1,M,1,2
1924,African-American,-1,F,1,3
1925,Other,-1,M,0,1
1926,Caucasian,-1,M,0,1
1927,African-American,-1,F,1,1
1928,Hispanic,-27,F,0,3
1929,Hispanic,-1,M,1,2
1930,Caucasian,-1,M,0,1
1931,Caucasian,-1,M,0,1
1938,Caucasian,-6,M,0,2
1939,Caucasian,-1,F,1,1
1941,African-American,0,M,0,1
1942,Caucasian,-1,M,0,1
1943,African-American,-1,F,1,1
1945,African-American,0,F,0,1
1948,Caucasian,0,F,0,1
1949,Hispanic,-1,F,0,2
1951,African-American,-24,F,0,1
1952,African-American,-6,M,0,2
1953,Other,-1,F,1,1
1954,Caucasian,-1,M,1,1
1955,Hispanic,-18,F,0,1
1956,Hispanic,-1,M,1,1
1957,Caucasian,-1,M,0,1
1961,Caucasian,-1,F,1,3
1965,African-American,-1,F,1,3
1966,Hispanic,-1,F,0,2
1967,African-American,-1,F,0,1
1968,Other,-1,F,0,1
1971,African-American,-1,F,0,2
1972,Caucasian,-1,M,0,1
1974,African-American,-1,F,0,1
1975,Asian,0,F,0,1
1976,Caucasian,-1,F,1,2
1980,African-American,-139,F,0,1
1982,Asian,-1,M,0,1
1983,African-American,-1,F,0,1
1984,African-American,32,F,1,3
1985,Caucasian,-84,M,0,1
1987,Caucasian,-1,M,0,1
1990,African-American,-1,F,1,1
1991,African-American,-49,F,1,3
1993,Caucasian,-3,F,1,2
1994,Caucasian,-1,M,1,3
1995,Caucasian,-1,F,1,1
1999,African-American,0,M,0,1
2002,Caucasian,-24,M,0,2
2006,African-American,-1,F,1,3
2009,African-American,-1,M,1,1
2010,African-American,-1,M,0,1
2014,Caucasian,-1,M,0,1
2018,African-American,,F,1,3
2019,African-American,-56,F,1,3
2020,Hispanic,0,M,0,2
2021,Other,-1,M,0,1
2024,Caucasian,0,F,0,2
2026,African-American,-1,F,1,1
2027,African-American,-1,F,1,2
2029,African-American,-1,F,0,1
2033,African-American,,F,0,1
2034,Caucasian,-1,F,0,1
2035,African-American,-1,F,1,1
2036,African-American,84,F,1,3
2037,African-American,-1,M,0,1
2038,Other,0,F,0,1
2040,Hispanic,-21,F,0,1
2042,African-American,-1,F,0,1
2044,Other,-1,M,0,1
2045,Caucasian,-22,M,0,1
2047,African-American,-105,M,1,2
2048,African-American,-1,F,1,3
2049,African-American,,F,1,1
2051,Caucasian,0,F,1,2
2052,Caucasian,-10,F,0,1
2053,African-American,-1,M,0,2
2054,Caucasian,-1,F,0,1
2055,African-American,-1,F,0,3
2056,African-American,-1,F,0,1
2057,African-American,-1,F,1,3
2058,African-American,-1,F,1,2
2059,Hispanic,-1,F,0,1
2060,African-American,716,F,1,2
2061,African-American,-1,F,1,1
2062,African-American,-1,F,0,1
2063,Hispanic,-8,F,0,3
2064,African-American,-1,F,1,2
2065,Caucasian,-1,M,0,1
2066,Caucasian,-25,F,0,1
2069,African-American,-1,F,0,1
2070,African-American,0,M,0,3
2071,African-American,-1,M,1,3
2072,Caucasian,-46,M,0,1
2074,Other,-1,M,0,1
2075,Caucasian,-1,M,0,2
2076,African-American,-1,F,1,3
2077,African-American,-1,M,0,2
2078,Caucasian,0,F,1,2
2079,African-American,-1,M,0,1
2083,African-American,-21,F,1,3
2085,Caucasian,,F,1,1
2087,African-American,-1,M,1,2
2089,African-American,0,F,0,1
2090,African-American,-1,M,0,1
2091,African-American,-36,F,0,3
2093,Caucasian,-2,M,0,1
2094,African-American,0,M,0,1
2095,Caucasian,0,F,1,1
2096,Caucasian,-25,F,1,2
2098,Caucasian,-1,M,0,1
2099,African-American,-10,F,0,1
2100,Caucasian,0,M,0,1
2101,Caucasian,-18,F,1,1
2103,African-American,-1,F,1,1
2104,Other,-147,F,0,1
2105,Hispanic,-18,F,0,1
2107,African-American,0,F,1,2
2108,Hispanic,0,F,0,2
2109,Caucasian,0,F,0,2
2110,African-American,0,F,0,3
2111,African-American,-1,M,0,1
2113,African-American,-1,F,1,3
2115,Caucasian,-1,M,0,1
2116,African-American,-1,F,0,2
2121,African-American,0,F,0,1
2123,Caucasian,-1,M,1,2
2125,Caucasian,-1,M,0,1
2126,Caucasian,-105,F,1,3
2127,African-American,-243,M,1,2
2128,African-American,-21,F,1,1
2129,African-American,-1,F,1,1
2130,Caucasian,-1,M,1,1
2131,African-American,0,F,0,3
2132,Other,-1,F,1,1
2133,Other,-1,F,1,1
2134,African-American,-1,M,0,3
2138,African-American,-1,F,1,3
2140,Caucasian,-21,F,0,1
2141,Caucasian,-4,F,1,1
2143,Caucasian,-1,F,1,1
2146,African-American,-47,F,1,3
2147,African-American,-1,F,0,1
2148,African-American,-1,F,1,3
2149,African-American,-4,F,1,1
2150,African-American,-1,F,1,3
2151,Caucasian,0,M,1,1
2152,African-American,-1,F,0,1
2153,African-American,-1,F,1,3
2154,Other,-1,F,0,2
2155,Caucasian,-32,F,0,2
2156,Caucasian,0,F,1,2
2157,African-American,-11,M,1,1
2159,Caucasian,-1,M,0,1
2161,Caucasian,-1,M,0,1
2162,African-American,0,M,0,1
2163,Caucasian,-1,F,0,1
2165,African-American,0,M,1,1
2166,African-American,-1,F,1,3
2168,Hispanic,-7,M,0,1
2169,Caucasian,-1,F,0,1
2170,African-American,-1,F,0,3
2171,African-American,13,F,0,2
2176,Caucasian,-1,M,1,1
2178,African-American,0,F,1,1
2179,African-American,0,M,0,1
2180,Other,-1,F,1,1
2181,African-American,0,F,1,3
2182,African-American,-1,F,1,2
2183,African-American,0,M,0,1
2184,Caucasian,0,M,1,2
2186,Caucasian,-1,F,1,1
2188,African-American,-1,M,1,1
2190,Hispanic,,M,0,2
2193,Caucasian,-1,F,1,1
2194,African-American,-1,M,0,1
2195,African-American,0,F,1,2
2196,African-American,0,M,0,1
2197,African-American,-43,F,1,3
2198,Caucasian,-1,F,0,1
2201,Caucasian,-1,F,0,1
2205,African-American,-1,M,0,2
2206,African-American,-1,M,0,2
2207,African-American,0,F,1,2
2208,African-American,0,F,1,2
2209,Hispanic,-1,F,1,1
2211,African-American,-1,F,1,2
2212,African-American,107,F,1,2
2215,African-American,20,F,1,2
2216,African-American,-1,F,0,1
2217,Caucasian,-1,F,0,1
2218,African-American,-1,M,0,1
2220,African-American,0,M,1,1
2221,Caucasian,0,M,1,1
2222,African-American,0,M,0,1
2223,Other,-1,F,0,1
2224,Caucasian,-1,F,0,2
2226,Caucasian,-1,M,1,2
2228,African-American,-1,F,1,1
2231,African-American,0,M,1,3
2233,Caucasian,-1,F,1,3
2234,Hispanic,-2,F,0,1
2235,Caucasian,-1,F,0,2
2236,African-American,-1,F,1,1
2237,African-American,-1,F,0,2
2239,Caucasian,-18,M,0,2
2240,African-American,-1,F,1,3
2243,Caucasian,,M,1,1
2245,Caucasian,-1,F,0,3
2246,African-American,-8,F,0,3
2247,African-American,-1,F,1,3
2248,African-American,-1,F,0,3
2250,African-American,-1,F,1,3
2252,Other,-13,M,0,1
2256,Caucasian,-1,F,0,1
2258,Caucasian,-1,F,1,2
2259,African-American,17,F,0,1
2261,African-American,-1,F,0,1
2262,African-American,0,M,1,1
2263,Native American,-1,F,0,1
2268,Caucasian,-3,F,0,2
2269,African-American,,F,0,2
2271,African-American,104,F,1,3
2272,Hispanic,,F,0,3
2274,Caucasian,-1,M,1,1
2276,Other,-1,M,0,1
2277,Caucasian,-1,M,1,3
2278,Caucasian,0,M,1,1
2279,African-American,-1,M,0,2
2280,African-American,-70,F,1,1
2281,Hispanic,-1,M,1,1
2282,African-American,,F,0,1
2283,African-American,-1,M,1,3
2284,Caucasian,-1,M,0,1
2285,African-American,-1,F,0,1
2286,Hispanic,-1,M,0,1
2287,African-American,-1,M,1,3
2289,Caucasian,-1,M,1,3
2290,African-American,-1,F,1,1
2291,Caucasian,-23,M,0,1
2292,Caucasian,-1,F,0,1
2293,Caucasian,-1,F,0,1
2294,Caucasian,-1,F,0,1
2297,Caucasian,-10,F,1,3
2299,Caucasian,0,F,1,2
2300,Caucasian,-1,F,1,2
2301,African-American,,F,1,3
2303,Caucasian,-1,M,0,1
2306,Caucasian,-1,M,0,1
2307,Caucasian,-1,M,0,2
2309,Hispanic,-2,F,1,2
2310,African-American,-1,F,0,1
2311,Other,-1,F,1,1
2314,African-American,-49,M,0,1
2316,Caucasian,-1,M,0,1
2317,African-American,-1,F,1,2
2318,Caucasian,-1,F,1,2
2320,African-American,-1,F,1,1
2321,African-American,-1,M,1,2
2322,African-American,-6,F,0,2
2324,Hispanic,0,M,1,1
2326,African-American,-1,F,1,3
2327,African-American,-1,F,1,3
2328,Asian,0,M,0,1
2329,African-American,-1,F,1,3
2332,Caucasian,0,F,0,1
2334,Hispanic,30,F,1,1
2335,African-American,0,F,1,2
2336,African-American,-1,F,1,3
2338,Hispanic,-2,M,0,1
2339,Caucasian,,F,1,2
2342,African-American,-1,F,0,3
2343,Caucasian,-5,F,0,1
2344,African-American,-1,M,1,2
2349,African-American,6,F,0,3
2350,African-American,0,M,1,3
2352,African-American,-1,M,0,1
2353,Caucasian,-1,M,0,1
2354,African-American,-1,F,1,1
2355,African-American,-1,M,1,1
2356,Caucasian,0,F,1,1
2357,African-American,,M,0,1
2360,Hispanic,102,F,0,1
2361,Caucasian,-1,M,1,1
2363,Caucasian,-1,F,0,1
2365,Caucasian,-16,F,0,1
2366,Hispanic,-1,M,0,1
2367,Caucasian,-49,F,1,1
2370,African-American,-1,M,0,1
2371,Caucasian,-1,M,0,1
2372,African-American,0,F,0,2
2374,African-American,-1,M,1,1
2376,African-American,0,F,1,3
2380,Hispanic,-68,M,0,2
2381,Hispanic,2,F,1,1
2382,African-American,0,F,1,2
2383,Other,-1,F,0,1
2385,African-American,-1,F,1,3
2386,African-American,0,M,1,1
2387,Caucasian,0,F,1,3
2388,Other,-1,F,0,2
2389,African-American,-4,M,0,1
2390,African-American,-1,F,1,3
2392,African-American,0,F,1,1
2393,African-American,-1,F,0,1
2394,Caucasian,-1,F,1,2
2396,Caucasian,-1,M,0,1
2398,Caucasian,-20,F,0,1
2399,Hispanic,0,M,1,2
2400,African-American,-1,F,0,3
2401,African-American,-1,M,0,1
2402,African-American,-1,F,1,2
2404,African-American,-64,F,0,3
2405,African-American,-1,F,0,1
2406,African-American,-1,F,0,1
2407,Hispanic,0,F,1,2
2408,Caucasian,-11,M,0,1
2410,Hispanic,-1,M,0,1
2411,African-American,0,F,0,2
2412,Caucasian,-16,F,0,1
2415,Hispanic,0,M,0,1
2416,Caucasian,-41,M,1,1
2418,Caucasian,-1,F,0,1
2420,Caucasian,0,M,1,1
2421,Caucasian,,M,0,1
2422,African-American,-1,F,0,1
2425,Caucasian,16,F,1,2
2426,Caucasian,-38,F,1,2
2427,African-American,0,F,1,3
2428,African-American,,F,0,3
2429,Caucasian,-22,F,0,1
2430,African-American,0,F,1,1
2431,Caucasian,0,F,0,1
2432,African-American,-1,F,0,1
2437,Other,,F,0,1
2438,Asian,-1,M,0,1
2439,African-American,,M,0,2
2441,Other,-1,F,0,1
2442,African-American,-1,F,1,3
2443,Other,-1,F,0,2
2444,African-American,-1,M,0,2
2445,African-American,-1,F,1,2
2446,Caucasian,-1,F,1,1
2448,African-American,-1,F,1,3
2451,Caucasian,-1,M,0,1
2453,Caucasian,-1,M,1,2
2454,Other,-15,F,0,1
2456,Caucasian,-2,F,0,2
2457,Other,-1,M,0,1
2459,African-American,-1,F,0,2
2460,Caucasian,0,F,1,1
2462,African-American,,M,0,1
2464,African-American,-1,F,0,3
2465,African-American,0,F,0,2
2467,African-American,-1,F,0,2
2470,African-American,,F,0,1
2471,Hispanic,,F,0,2
2472,Caucasian,112,M,0,3
2474,African-American,-1,F,1,2
2475,Other,-1,F,0,1
2476,African-American,0,F,1,3
2477,Caucasian,-1,F,1,2
2478,African-American,-1,F,0,1
2479,African-American,-1,M,1,2
2480,African-American,-1,F,0,1
2482,African-American,0,M,0,1
2484,Caucasian,-2,M,0,1
2485,African-American,-1,F,0,1
2486,Caucasian,-6,M,0,2
2487,African-American,-1,F,1,2
2488,Caucasian,0,M,1,1
